Date,Time,Year,Manufacturer,Contributory Factors,Phase of Flight,Crash Location,Departure,Destination,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
7/6/1962,1215,1962,Ilyushin,"Mechanical/System Failure, Fire/Smoke Onboard",En route/Cruise,"Near Tashkent, Uzbekistan, USSR",Bukhara,Tashkent,38,33,5,11,11,0,0
7/7/1962,10,1962,Douglas/McDonnell Douglas,Intentional Act/Attack,Landing/Approach,"Near Junnar, Maharashtra, India",Bangkok,Bombay,94,85,9,94,85,9,0
7/9/1962,2342,1962,Douglas/McDonnell Douglas,"Pilot/Human Error, Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Off Brindisi, Italy",,,6,0,6,6,0,6,0
7/15/1962,,1962,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Near Lahore, Pakistan",Kabul,"Amritsar, India",3,0,3,1,0,1,0
7/16/1962,,1962,Douglas/McDonnell Douglas,"Weather Related, Loss of Control In-Flight (LOC-I)",En route/Cruise,"Near Loheshyphn, India",Jorhat,Jorhat,9,6,3,9,6,3,0
7/19/1962,1545,1962,Bombardier/De Havilland,Other/Undetermined,Landing/Approach,"Near Bangkok, Thailand",Hong Kong,Bangkok,26,18,8,26,18,8,0
7/28/1962,1541,1962,Antonov,"Weather Related, Mechanical/System Failure",Landing/Approach,"Sochi, Russia",Lviv,Simferopol,81,74,7,81,74,7,0
7/30/1962,,1962,Douglas/McDonnell Douglas,Other/Undetermined,Takeoff/Initial Climb,"Coulommiers, France",Training,,8,0,8,4,0,4,0
8/1/1962,1315,1962,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Kathmandu, Nepal",Katmandu,New Deli,10,6,4,10,6,4,0
8/20/1962,2208,1962,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Rio de Janeiro, Brazil",Rio de Janeiro,Lisbon,105,94,11,15,14,1,0
8/23/1962,1557,1962,Douglas/McDonnell Douglas,"Weather Related, Pilot/Human Error",On Ground,"Barrancabermeja, Colombia",Berranca Bermeja,Bucaramanga,32,29,3,20,18,2,0
8/24/1962,,1962,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Cerro Puena Paz, Peru",,,9,6,3,9,6,3,0
9/3/1962,452,1962,Tupolev,Other/Undetermined,On Ground,"Near Khabarovsk, USSR",Khabarovk,Petropavlovsk,86,79,7,86,79,7,0
9/4/1962,2100,1962,Lockheed,Mechanical/System Failure,Other/Unknown,"Near Lake Milton, Ohio",Buffalo,Ashland,13,11,2,13,11,2,0
9/10/1962,910,1962,Other,Other/Undetermined,Landing/Approach,"Brno, Czechoslovakia",Bratislava,Brno,34,31,3,11,8,3,0
9/10/1962,1105,1962,Douglas/McDonnell Douglas,Mechanical/System Failure,En route/Cruise,"Near Alcoche, Bolivia",Caranavi,Rurrenabaque,4,2,2,4,2,2,0
9/18/1962,632,1962,Other,Pilot/Human Error,En route/Cruise,"Yakut, Russia",Chersky,Bilibino,32,27,5,32,27,5,0
9/21/1962,,1962,Douglas/McDonnell Douglas,Weather Related,En route/Cruise,"Sela Pass, India",,,8,5,3,8,5,3,0
9/23/1962,2100,1962,Lockheed,"Mechanical/System Failure, Fire/Smoke Onboard",Other/Unknown,North Atlantic Ocean,"Gander, Newfoundland","Frankfurt, Germany",76,68,8,28,23,5,0
10/10/1962,857,1962,Other,Other/Undetermined,On Ground,"Brno, Czechoslovakia",Bratislava,Brno,42,38,4,13,10,3,0
10/12/1962,,1962,Other,Fire/Smoke Onboard,Landing/Approach,"Near Carmona, Spain",Madrid,Barcelona,18,14,4,18,14,4,0
10/12/1962,,1962,Fokker,Takeoff/Landing Incident,Landing/Approach,"Manila, Philippines",Training,,3,0,3,3,0,3,0
10/25/1962,1033,1962,Tupolev,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Moscow, Russia",Maintenance flight,,11,6,5,11,6,5,0
11/10/1962,1437,1962,Douglas/McDonnell Douglas,Weather Related,On Ground,"Near Tourane, South Vietnam",Hue,Da Nang,27,24,3,27,24,3,0
11/19/1962,,1962,Other,Other/Undetermined,On Ground,"Near Nagoya, Japan",Training,,4,0,4,4,0,4,0
11/23/1962,1410,1962,Ilyushin,Loss of Control In-Flight (LOC-I),Landing/Approach,"Le Bourget, France",Frankfurt,Paris,21,13,8,21,13,8,0
11/23/1962,1224,1962,Other,Loss of Control In-Flight (LOC-I),En route/Cruise,"Ellicott City, Maryland",Newark,Washington D.C.,18,14,4,18,14,4,0
11/26/1962,1209,1962,Cessna,Other/Undetermined,Other/Unknown,"Paraibuna, Brazil",Sao Paulo,Rio de Janeiro,26,21,5,26,21,5,0
11/27/1962,340,1962,Boeing,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"Lima, Peru",Porto Alegre,Lima,97,80,17,97,80,17,0
11/30/1962,2145,1962,Douglas/McDonnell Douglas,"Weather Related, Pilot/Human Error, Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"New York, New York",Charlotte,New York City,51,45,6,25,21,4,0
12/6/1962,1700,1962,Douglas/McDonnell Douglas,"Weather Related, Pilot/Human Error",En route/Cruise,"Barrancabermeja, Colombia",Bucaramanga,Barrancabermeja,26,23,3,24,21,3,0
12/14/1962,219,1962,Lockheed,Other/Undetermined,Other/Unknown,"Near Manaus, Brazil",Belem,Manaus,50,43,7,50,43,7,0
12/14/1962,2212,1962,Lockheed,"Pilot/Human Error, Intentional Act/Attack",Landing/Approach,"Burbank, California",Chicago,Burbank,5,3,2,5,3,2,3
12/19/1962,1930,1962,Other,Loss of Control In-Flight (LOC-I),Other/Unknown,"Warsaw, Poland",Berlin,Warsaw,33,28,5,33,28,5,0
12/22/1962,100,1962,Other,Collision,Landing/Approach,"Near Brasilia, Brazil",Rio de Janeiro,Brasilia,40,35,5,1,0,1,0
12/28/1962,1055,1962,Other,Mechanical/System Failure,Landing/Approach,"Rotterdam, The Netherlands","Southend, England","Rotterdam, The Netherlands",18,14,4,1,0,1,0
12/29/1962,111,1962,Boeing,Pilot/Human Error,En route/Cruise,"Monte Renoso, Corsica, France",Bastia,Ajaccio,25,22,3,25,22,3,0
1/14/1963,841,1963,Other,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb," Tazovskoye, Russia",Tazovskoye,Salekhard,25,21,4,12,8,4,0
1/15/1963,1612,1963,Other,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Sao Paulo, Brazil",Rio de Janeiro,SÃ£o Paulo,45,40,5,6,5,1,7
1/17/1963,1553,1963,Other,Weather Related,Other/Unknown,"Great Salt Lake, Utah",Training,,3,0,3,3,0,3,0
1/26/1963,,1963,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Kotzebue, Alaska",Kotzebue,Cape Lisburne,2,0,2,1,0,1,0
1/29/1963,2244,1963,Other,Other/Undetermined,Landing/Approach,"Kansas City, Missouri","Midland, TX","Kansas City, MO",8,5,3,8,5,3,0
2/3/1963,1207,1963,Lockheed,Mechanical/System Failure,Takeoff/Initial Climb,"San Francisco, California",Norfolk,Dallas,8,5,3,4,2,2,0
2/8/1963,1737,1963,Antonov,Loss of Control In-Flight (LOC-I),Other/Unknown,"Syktyvkar ,Russia",Training,,7,0,7,7,0,7,0
2/12/1963,1348,1963,Boeing,Weather Related,En route/Cruise,"Near Miami, Florida",Miami,Chicago,43,35,8,43,35,8,0
3/2/1963,1002,1963,Douglas/McDonnell Douglas,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Near Davao City, Philippines",Cotabato,Davao,27,24,3,27,24,3,0
3/5/1963,1935,1963,Ilyushin,"Weather Related, Pilot/Human Error, Fire/Smoke Onboard",On Ground,"Ashgabat, Turkmenistan",Krasnovodsk,Ashgabat,54,43,11,12,4,8,0
3/15/1963,1355,1963,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Near Tacora, Volcano, Peru",Arica,La Paz,39,36,3,39,36,3,0
3/15/1963,540,1963,Other,Mechanical/System Failure,Other/Unknown,"Near Karai, Iran",Tehran,Beirut,4,0,4,4,0,4,0
3/20/1963,323,1963,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Monte Matto, Italy",Geneva,Nice,18,9,9,18,9,9,0
3/30/1963,1837,1963,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Near Sora, Italy",Pescara,Rome,11,8,3,11,8,3,0
4/4/1963,430,1963,Ilyushin,Weather Related,Landing/Approach,"Tatarstan, Russia",Moscow,":	Krasnoyarsk",67,59,8,67,59,8,0
4/14/1963,1218,1963,Other,Other/Undetermined,Landing/Approach,"Oslo, Norway",Copenhagen,Oslo,12,7,5,12,7,5,0
5/3/1963,1940,1963,Other,"Fire/Smoke Onboard, Loss of Control In-Flight (LOC-I)",On Ground,"Sao Paulo, Brazil",Sao Paulo,Rio de Janeiro,50,45,5,37,33,4,0
5/3/1963,1427,1963,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Near Buca, Cameroon",Douala,Lagos,55,48,7,55,48,7,0
5/12/1963,,1963,Douglas/McDonnell Douglas,Weather Related,Takeoff/Initial Climb,"Near Ayayda, Egypt",Cairo,Alexandria,34,30,4,34,30,4,0
6/3/1963,1130,1963,Douglas/McDonnell Douglas,Mechanical/System Failure,Other/Unknown,"Pathankot, India",Amritsar,Srinagar,29,26,3,29,26,3,0
6/10/1963,,1963,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Mt. Kaolokung, Burma",Rangoon,Putao,20,15,5,20,15,5,0
6/16/1963,,1963,Other,Other/Undetermined,En route/Cruise,"Bekkessamson, Hungary",Munchen,Constanta,31,27,4,31,27,4,0
7/1/1963,,1963,Douglas/McDonnell Douglas,"Weather Related, Collision",Landing/Approach,"Passo Fundo, Brazil",Carazinbo,Passo Fundo,18,15,3,15,13,2,0
7/2/1963,1549,1963,Other,"Weather Related, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Rochester, New York",Rochester,Newark,43,40,3,7,5,2,0
7/3/1963,909,1963,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Mt. Ngatamahinerua, New Zealand",Auckland,Whenuapai,23,20,3,23,20,3,0
7/13/1963,506,1963,Tupolev,Other/Undetermined,Landing/Approach,"Near Irkutsk, Russia",Moscow,Irkutsk,32,24,8,32,24,8,0
7/15/1963,,1963,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Farafangana, Madagascar",,,12,8,4,6,2,4,0
7/17/1963,,1963,Other,Weather Related,Other/Unknown,"Pak Tha, Laos",,,6,0,6,6,0,6,0
7/27/1963,150,1963,Bombardier/De Havilland,"Weather Related, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Off Bandra, Maharashtra, India",Bangkok,Bombay,63,55,8,63,55,8,0
8/4/1963,,1963,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Ibicaré, Brazil",JoaÃ§aba,Videira,10,7,3,10,7,3,0
8/12/1963,1419,1963,Other,Weather Related,Landing/Approach,"Lyon, France",Lille,Lyon,20,16,4,20,16,4,1
8/14/1963,1500,1963,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Great Falls, Montana",,,2,0,2,1,0,1,0
8/17/1963,1411,1963,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Hachijo-Jima Island, Japan",Hachijo-jima,Tokyo,19,16,3,19,16,3,0
8/21/1963,1215,1963,Tupolev,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident, Fuel Related",Takeoff/Initial Climb,"Near Leningrad , Russia",Tallinn,Moscow,52,45,7,0,0,0,0
8/24/1963,1053,1963,Ilyushin,Pilot/Human Error,Other/Unknown,"Near Kutaisa, Russia",Kutaisi,Sukhumi,32,27,5,32,27,5,0
9/2/1963,,1963,Other,Other/Undetermined,Other/Unknown,Northeast Laos,,,16,13,3,15,12,3,
9/4/1963,622,1963,Other,"Weather Related, Mechanical/System Failure, Fire/Smoke Onboard",On Ground,"Durrenasch, Aargau, Switzerland",Zurich,Geneva,80,74,6,80,74,6,0
9/11/1963,400,1963,Other,Other/Undetermined,Other/Unknown,"Near Patti, India",Madras,Nagpur,18,13,5,18,13,5,0
9/12/1963,30,1963,Other,Pilot/Human Error,Landing/Approach,"Perpignan, France",London,Perpignan,40,36,4,40,36,4,0
10/9/1963,,1963,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Marseilles, France","Marseilles, France","Dhah, Saudi Arabia",6,0,6,6,0,6,0
10/14/1963,1133,1963,Boeing,Pilot/Human Error,On Ground,"Jamaica, New York",Idlewild,Newark,6,3,3,6,3,3,0
10/20/1963,,1963,Ilyushin,Other/Undetermined,En route/Cruise,"Hayes Island, Russia",Survey flight,,7,5,2,7,5,2,0
10/22/1963,1040,1963,Other,Loss of Control In-Flight (LOC-I),Other/Unknown,"Near Tisbury, England",Test flight,,7,0,7,7,0,7,0
11/8/1963,1759,1963,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"Mariehamn, Aaland Island, Finland",Turku,Mariehamn,24,21,3,22,19,3,0
11/29/1963,1833,1963,Douglas/McDonnell Douglas,Weather Related,On Ground,"Ste. Therese de Blainville, Canada",Montreal,Toronto,118,111,7,118,111,7,0
12/7/1963,1919,1963,Other,Pilot/Human Error,Other/Unknown,"Near Nederland, Colorado",Lowery AFB,Ogden Hill AFB,3,1,2,3,1,2,0
12/12/1963,1445,1963,Douglas/McDonnell Douglas,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Takeoff/Initial Climb,"Gazni, Afghanistan",Kawait,Kabul,3,0,3,3,0,3,0
12/15/1963,,1963,Other,Other/Undetermined,Other/Unknown,"Cairo, Egypt",Cairo,Luxor,6,1,5,6,1,5,0
12/17/1963,2341,1963,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Los Angeles, California",,,46,40,6,0,0,0,0
1/9/1964,950,1964,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Zarate, Argentina",Rosario,Buenos Aires,30,27,3,28,25,3,0
2/3/1964,2030,1964,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Near Ankara, Turkey",Istanbul,Ankara,3,0,3,3,0,3,0
2/3/1964,800,1964,Other,Loss of Control In-Flight (LOC-I),Takeoff/Initial Climb,"Gainsville, Florida",Gainsville,Jacksonville,10,9,1,10,9,1,0
2/4/1964,,1964,Douglas/McDonnell Douglas,Loss of Control In-Flight (LOC-I),On Ground,"Yacuiba, Bolivia",Yacuiba,La Paz,29,26,3,2,,,0
2/21/1964,1600,1964,Douglas/McDonnell Douglas,Collision,Other/Unknown,"Marawi, Philippines",Cotabato,Malabang,32,29,3,31,28,3,0
2/25/1964,206,1964,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",On Ground,"Lake Pontchartrain, New Orleans, Louisiana",Mexico City,New Orleans,58,51,7,58,51,7,0
2/27/1964,615,1964,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Oita, Japan",Kagoshima,Oita,42,37,5,20,18,2,0
2/29/1964,1444,1964,Other,Other/Undetermined,Landing/Approach,"Near Innsbruck, Austria",London,Innsbruck,83,75,8,83,75,8,0
3/1/1964,1129,1964,Lockheed,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Landing/Approach,"Near Zephyr Cove, Nevada","San Jose, CA",Lake Tahoe,85,81,4,85,81,4,0
3/8/1964,2356,1964,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,Near Chicago Illinois,,,30,28,2,1,0,1,0
3/8/1964,1845,1964,Douglas/McDonnell Douglas,Collision,Landing/Approach,"Bogota, Colombia",Pereira,Bogota,28,25,3,28,25,3,0
3/10/1964,822,1964,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Boston, Massachutes",New York,Winsor Locks,3,0,3,3,0,3,0
3/12/1964,2050,1964,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Landing/Approach,"Miles City, Montana",Billings,Miles City,5,2,3,5,2,3,0
3/20/1964,720,1964,Other,Mechanical/System Failure,Other/Unknown,"Near Danbury, North Carolina",,,3,2,1,3,2,1,0
3/28/1964,2239,1964,Other,Weather Related,Landing/Approach,"Mt. Vesuvius, Italy",Rome,Napoli,45,40,5,45,40,5,0
3/28/1964,600,1964,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard",En route/Cruise,North Pacific Ocean,Honolulu,San Francisco,9,6,3,9,6,3,0
4/12/1964,,1964,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Hargeisa, Somalia",Aden,Hargeisa,15,12,3,15,12,3,0
4/17/1964,1514,1964,Cessna,Weather Related,Other/Unknown,"Elim, Alaska",,,2,1,1,2,1,1,0
4/17/1964,1932,1964,Other,Weather Related,Landing/Approach,"Dhahran, Saudi Arabia",Beirut,Dhahran,49,42,7,49,42,7,0
5/7/1964,649,1964,Other,Other/Undetermined,On Ground,"San Ramon, California",Stockton,San Fransisco,44,41,3,44,41,3,0
5/8/1964,2020,1964,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Near Lima, Peru",Buenos Aires,Lima,49,42,7,46,40,6,0
5/20/1964,1000,1964,Bombardier/De Havilland,Weather Related,Other/Unknown,"Sibuco Point ,Philippines",Siocon,Zamboanga,11,10,1,11,10,1,0
5/27/1964,1500,1964,Douglas/McDonnell Douglas,Weather Related,On Ground,"Itapecerica da Serra, Brazil",Training,,3,0,3,3,0,3,0
6/13/1964,,1964,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Jeddah, Saudia Arabia Jeddah, Saudia Arabia",Training,,2,0,2,2,0,2,0
6/21/1964,400,1964,Douglas/McDonnell Douglas,Mechanical/System Failure,Other/Unknown,"Off Palma de Mallorca, Spain",Palma de Mallorca,Ibiza,28,25,3,1,1,0,0
7/8/1964,1210,1964,Other,Other/Undetermined,Takeoff/Initial Climb,"Knoxville, Tennessee",,,53,48,5,1,1,0,0
7/9/1964,1815,1964,Other,"Weather Related, Fire/Smoke Onboard",Other/Unknown,"Parrottsville, Tennesee",Philidelphia,Washington,39,35,4,39,35,4,0
7/16/1964,1829,1964,Douglas/McDonnell Douglas,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Richmond, Virginia",New York City,Richmond,76,71,5,0,0,0,0
7/31/1964,1652,1964,Other,"Weather Related, Pilot/Human Error",On Ground,"Near Nashville, Tennesee",Batesville,Nashville,2,1,1,2,1,1,0
8/22/1964,,1964,Douglas/McDonnell Douglas,Weather Related,En route/Cruise,"Near Tipuani, Bolivia",La Paz,Tipuani,4,2,2,4,2,2,0
9/2/1964,2111,1964,Ilyushin,Other/Undetermined,Landing/Approach,"Island of Sakhalin, Russia",Krasnoyarsk,Yuzhno,87,78,9,87,78,9,0
9/4/1964,1634,1964,Other,Other/Undetermined,Other/Unknown,"Pico da Caledonia, Brazil",Vitoria,Rio de Janeiro,39,34,5,39,34,5,0
9/15/1964,1751,1964,Douglas/McDonnell Douglas,Weather Related,Takeoff/Initial Climb,"Near Condoto, Colombia",Condoto,Medellin,2,0,2,2,0,2,0
10/2/1964,,1964,Lockheed,Takeoff/Landing Incident,Landing/Approach,"Addis Ababa, Ethiopia","Dublin, Ireland",Addis Ababa,7,0,7,1,0,1,0
10/2/1964,545,1964,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Trevelez, Granada, Spain",Palma de Mallorca,Port Etienne,80,73,7,80,73,7,0
10/9/1964,2026,1964,Ilyushin,Other/Undetermined,En route/Cruise,"Near Sibiu, Romania",Timisoara,Bucharest,32,28,4,32,28,4,0
11/3/1964,1110,1964,Other,Weather Related,En route/Cruise,"Branson, Colorado",,,5,4,1,5,4,1,0
11/15/1964,2025,1964,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Las Vegas, Nevada",Phoenix,Las Vegas,29,26,3,29,26,3,0
11/20/1964,2114,1964,Other,Other/Undetermined,Landing/Approach,"Angelholm, Sweden",Stockholm,Hultsfred,43,39,4,31,29,2,0
11/29/1964,1920,1964,Douglas/McDonnell Douglas,Loss of Control In-Flight (LOC-I),On Ground,"Leopoldville, Democratic Republic of the Congo",Stanleyville,Kamina,14,11,3,6,3,3,0
12/8/1964,1048,1964,Douglas/McDonnell Douglas,"Intentional Act/Attack, Suicide, Explosion/Decompression",Other/Unknown,"Tripuani, Bolivia",Tipuani,La Paz,17,13,4,17,13,4,0
12/21/1964,1840,1964,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure, Maintenance Issues",Takeoff/Initial Climb,"Near Kaliba, Philippines",Kalibo,Manila,39,36,3,1,1,0,0
12/24/1964,31,1964,Lockheed,Weather Related,Takeoff/Initial Climb,"Near San Francisco, California",San Francisco,New York,3,0,3,3,0,3,0
12/24/1964,,1964,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Yurimaguas, Peru",,,23,22,1,1,0,1,0
12/29/1964,,1964,Other,Other/Undetermined,En route/Cruise,"Near Turrialba, Costa Rica",Guatemala City,Panama City,5,0,5,5,0,5,0
12/30/1964,214,1964,Other,"Weather Related, Mechanical/System Failure, Collision",Landing/Approach,"Detroit, Michigan",Cleveland,Detroit,4,2,2,4,2,2,0
1/2/1965,957,1965,Other,Fuel Related,Other/Unknown,"Near Darwaza, Russia",Darwaza,Ashgabat,24,22,2,24,22,2,0
1/17/1965,,1965,Other,Fire/Smoke Onboard,Other/Unknown,"Near Durango, Mexico",Durango  Zapotes,,10,7,3,10,7,3,0
2/6/1965,836,1965,Douglas/McDonnell Douglas,Other/Undetermined,Takeoff/Initial Climb,"San Jose Volcano, Chile",Santiago,Buenos Aires,87,80,7,87,80,7,0
2/8/1965,1826,1965,Douglas/McDonnell Douglas,Pilot/Human Error,Landing/Approach,"Off Jones Beach, New York, New York",New York City,Richmond VA,84,79,5,84,79,5,0
2/13/1965,420,1965,Other,"Pilot/Human Error, Mechanical/System Failure, Maintenance Issues, Takeoff/Landing Incident",Takeoff/Initial Climb,"Miami, Florida",,,2,0,2,2,0,2,0
2/13/1965,1022,1965,Ilyushin,Pilot/Human Error,Landing/Approach,"Near Shirinbulak, Azerbaijan",Yevlakh,Nuha,23,19,4,23,19,4,0
3/2/1965,745,1965,Other,Other/Undetermined,En route/Cruise,"Near Aradan, Russia",,,31,27,4,31,27,4,0
3/8/1965,1030,1965,Douglas/McDonnell Douglas,"Pilot/Human Error, Collision",On Ground,"Libmanan, Philippines",Manila,Naga,12,9,3,10,7,3,0
3/8/1965,1135,1965,Tupolev,"Weather Related, Mechanical/System Failure",Other/Unknown," Kuibyshev , Russia",Kuibyshev,Rostov-on-Don,30,21,9,30,21,9,0
3/17/1965,922,1965,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Musquodoboit, Nova Scotia, Canada",Halifax,Sidney NS,8,5,3,8,5,3,0
3/20/1965,1313,1965,Antonov,"Weather Related, Fire/Smoke Onboard",On Ground,"Khanty, Russia",Tyumen,Khanty,47,42,5,43,42,1,0
3/22/1965,1455,1965,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Sugar Loaf Mountain, Colombia",Bogota,Bucaramanga,28,26,2,28,26,2,0
3/31/1965,804,1965,Other,Loss of Control In-Flight (LOC-I),Other/Unknown,"Off Tangier, Morocco",Malaga,Tangiers,53,48,5,50,45,5,0
4/10/1965,2320,1965,Other,Mechanical/System Failure,Other/Unknown,"Near Damascus, Syria",Beirut,Amman,54,50,4,54,50,4,0
4/14/1965,1806,1965,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Jersey, Channel Islands, UK",Paris,"Jersey , Channel Islands",27,23,4,26,23,3,0
4/23/1965,1423,1965,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Other/Unknown,"Near Seattle, Washington","Seattle, WA","Ogden, UT",5,0,5,5,0,5,0
5/5/1965,2117,1965,Lockheed,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Tenerife, Canary Islands, Spain Canary Islands",Madrid,Tenerife,49,40,9,30,24,6,0
5/20/1965,2348,1965,Boeing,Takeoff/Landing Incident,Landing/Approach,"Cairo, Egypt",Karachi,Dhahran,127,114,13,121,108,13,0
7/1/1965,529,1965,Boeing,Takeoff/Landing Incident,Landing/Approach,"Kansas City, Missouri",Los Angeles,"Kansas City, MO",66,60,6,0,0,0,0
7/8/1965,1540,1965,Douglas/McDonnell Douglas,"Intentional Act/Attack, Suicide",Other/Unknown,"Dog Creek, British Columbia, Canada",Vancouver,Whitehorse,52,46,6,52,46,6,0
7/15/1965,1705,1965,Bombardier/De Havilland,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb,"St. Thomas, Virgin Islands",,,12,11,1,8,7,1,0
8/4/1965,2334,1965,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Explosion/Decompression",Landing/Approach,"Panama City, Panama",Panama City,Miami,7,4,3,7,4,3,0
